,description,indonesian_description,hs_code,id_,parent_id,depth,is_leaf
11959,"Proprietary format storage devices including media therefor for automatic data processing machines, with or without removable media and whether magnetic, optical or other technology","Peralatan penyimpanan format proprietary termasuk media untuk mesin pengolah data otomatis, dengan atau tanpa media yang dapat dipindahkan dan baik dengan teknologi magnetik, optik atau lainnya",8471.70.50,11960,11955,2,True
11960,Other,Lain-lain,,11961,11955,2,False
11961,Automated backup systems,Sistem backup otomatis,8471.70.91,11962,11961,3,True
11962,Other,Lain-lain,8471.70.99,11963,11961,3,True
11963,Other units of automatic data processing machines,Unit lainnya dari mesin pengolah data otomatis,8471.80,11964,11937,1,False
11964,Control and adaptor units,Unit pengendali dan adaptor,8471.80.10,11965,11964,2,True
11965,Sound cards or video cards,Kartu suara atau kartu video,8471.80.70,11966,11964,2,True
11966,Other,Lain-lain,8471.80.90,11967,11964,2,True
11967,Other,Lain-lain,8471.90,11968,11937,1,False
11968,Bar code readers,Pembaca bar code,8471.90.10,11969,11968,2,True
11969,Electronic fingerprint identification systems,Sistem identifikasi sidik jari elektronik,8471.90.30,11970,11968,2,True
11970,Other optical character readers,Pembaca karakter optik lainnya,8471.90.40,11971,11968,2,True
11971,Other,Lain-lain,8471.90.90,11972,11968,2,True
11972,"Other office machines (for example, hectograph or stencil duplicating machines, addressing machines, automatic banknote dispensers, coin-sorting machines, coin-counting or wrapping machines, pencil-sharpening machines, perforating or stapling machines)","Mesin kantor lainnya (misalnya, hektograf atau mesin duplikasi stensil, mesin pencetak alamat, mesin penyedia uang kertas otomatis, mesin penyortir koin, mesin penghitung atau pembungkus koin, mesin peruncing pensil, mesin pembuat lubang atau mesin kokot)",84.72,11973,0,0,False
11973,Duplicating machines,Mesin duplikasi,8472.10,11974,11973,1,False
11974,Electrically operated,Dioperasikan secara elektrik,8472.10.10,11975,11974,2,True
11975,Not electrically operated,Tidak dioperasikan secara elektrik,8472.10.20,11976,11974,2,True
11976,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines for opening, closing or sealing mail and machines for affixing or cancelling postage stamps","Mesin untuk menyortir atau melipat surat atau untuk memasukkan surat ke dalam amplop atau band, mesin untuk membuka, menutup, menyegel surat dan mesin untuk melekatkan atau membatalkan perangko pos",8472.30,11977,11973,1,False
11977,Electrically operated,Dioperasikan secara elektrik,8472.30.10,11978,11977,2,True
11978,Not electrically operated,Tidak dioperasikan secara elektrik,8472.30.20,11979,11977,2,True
11979,Other,Lain-lain,8472.90,11980,11973,1,False
11980,Automatic teller machines,Automatic teller machine,8472.90.10,11981,11980,2,True
11981,Typewriters other than printers of heading 84.43,Mesin ketik selain printer dari pos 84.43,,11982,11980,2,False
11982,Automatic,Otomatis,8472.90.41,11983,11982,3,True
11983,Other,Lain-lain,8472.90.49,11984,11982,3,True
11984,Word-processing machines,Mesin pengolah kata,8472.90.50,11985,11980,2,True
11985,"Other, electrically operated","Lain-lain, dioperasikan secara elektrik",8472.90.60,11986,11980,2,True
11986,"Other, not electrically operated","Lain-lain, tidak dioperasikan secara elektrik",8472.90.90,11987,11980,2,True
11987,"Parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of headings 84.70 to 84.72","Bagian dan aksesori (selain penutup, kotak pembawa dan sejenisnya) cocok untuk digunakan semata-mata atau terutama dengan mesin dari pos 84.70 sampai dengan 84.72",84.73,11988,0,0,False
11988,Parts and accessories of the machines of heading 84.70,Bagian dan aksesori mesin dari pos 84.70,,11989,11988,1,False
11989,"Of the electronic calculating machines of subheading 8470.10.00, 8470.21.00 or 8470.29.00","Dari mesin hitung elektronik pada subpos 8470.10.00, 8470.21.00 atau 8470.29.00",8473.21.00,11990,11989,2,True
11990,Other,Lain-lain,8473.29.00,11991,11989,2,True
11991,Parts and accessories of the machines of heading 84.71,Bagian dan aksesori dari mesin pada pos 84.71,8473.30,11992,11988,1,False
11992,Assembled printed circuit boards,Printed circuit board yang dirakit,8473.30.10,11993,11992,2,True
11993,Other,Lain-lain,8473.30.90,11994,11992,2,True
11994,Parts and accessories of the machines of heading 84.72,Bagian dan aksesori dari mesin pada pos 84.72,8473.40,11995,11988,1,False
11995,For electrically operated machines,Untuk mesin yang dioperasikan secara elektrik,8473.40.10,11996,11995,2,True
11996,For non-electrically operated machines,Untuk mesin yang tidak dioperasikan secara elektrik,8473.40.20,11997,11995,2,True
11997,Parts and accessories equally suitable for use with the machines of two or more of the headings 84.70 to 84.72,Bagian dan aksesori yang sama-sama cocok untuk digunakan dengan mesin dari dua pos atau lebih pada pos 84.70 sampai dengan 84.72,8473.50,11998,11988,1,False
11998,Suitable for use with the machines of heading 84.71,Cocok untuk digunakan dengan mesin dari pos 84.71,8473.50.10,11999,11998,2,True
11999,Other,Lain-lain,8473.50.90,12000,11998,2,True
12000,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores or other mineral substances, in solid (including powder or paste) form; machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened cements, plastering materials or other mineral products in powder or paste form; machines for forming foundry moulds of sand","Mesin untuk menyortir, mengayak, memisahkan, mencuci, menghancurkan, menggerinda, mencampur atau mengaduk tanah, batu, bijih atau bahan mineral lainnya, dalam bentuk padat (termasuk bubuk atau pasta); mesin untuk aglomerasi, membentuk atau mencetak bahan bakar mineral padat, pasta keramik, semen yang tidak dikeraskan, bahan plesteran atau produk mineral lainnya dalam bentuk bubuk atau pasta; mesin untuk membentuk cetakan dari pasir",84.74,12001,0,0,False
12001,"Sorting, screening, separating or washing machines","Mesin penyortir, pengayak, pemisah atau pencuci",8474.10,12002,12001,1,False
12002,Electrically operated,Dioperasikan secara elektrik,8474.10.10,12003,12002,2,True
12003,Not electrically operated,Tidak dioperasikan secara elektrik,8474.10.20,12004,12002,2,True
12004,Crushing or grinding machines,Mesin penghancur atau penggerinda,8474.20,12005,12001,1,False
12005,Electrically operated,Dioperasikan secara elektrik,,12006,12005,2,False
12006,For stone,Untuk batu,8474.20.11,12007,12006,3,True
12007,Other,Lain-lain,8474.20.19,12008,12006,3,True
12008,Not electrically operated,Tidak dioperasikan secara elektrik,,12009,12005,2,False
12009,For stone,Untuk batu,8474.20.21,12010,12009,3,True
12010,Other,Lain-lain,8474.20.29,12011,12009,3,True
12011,Mixing or kneading machines,Mesin pencampur atau pengaduk,,12012,12001,1,False
12012,Concrete or mortar mixers,Pencampur beton atau mortar,8474.31,12013,12012,2,False
12013,Electrically operated,Dioperasikan secara elektrik,8474.31.10,12014,12013,3,True
12014,Not electrically operated,Tidak dioperasikan secara elektrik,8474.31.20,12015,12013,3,True
12015,Machines for mixing mineral substances with bitumen,Mesin untuk mencampur bahan mineral dengan bitumen,8474.32,12016,12012,2,False
12016,Electrically operated,Dioperasikan secara elektrik,,12017,12016,3,False
12017,Of an output capacity not exceeding 80 t/h,Dengan kapasitas keluaran tidak melebihi 80 t/jam,8474.32.11,12018,12017,4,True
12018,Other,Lain-lain,8474.32.19,12019,12017,4,True
12019,Not electrically operated,Tidak dioperasikan secara elektrik,,12020,12016,3,False
12020,Of an output capacity not exceeding 80 t/h,Dengan kapasitas keluaran tidak melebihi 80 t/jam,8474.32.21,12021,12020,4,True
12021,Other,Lain-lain,8474.32.29,12022,12020,4,True
12022,Other,Lain-lain,8474.39,12023,12012,2,False
12023,Electrically operated,Dioperasikan secara elektrik,8474.39.10,12024,12023,3,True
12024,Not electrically operated,Tidak dioperasikan secara elektrik,8474.39.20,12025,12023,3,True
12025,Other machinery,Mesin lainnya,8474.80,12026,12001,1,False
12026,Electrically operated,Dioperasikan secara elektrik,8474.80.10,12027,12026,2,True
12027,Not electrically operated,Tidak dioperasikan secara elektrik,8474.80.20,12028,12026,2,True
12028,Parts,Bagian,8474.90,12029,12001,1,False
12029,Of electrically operated machines,Dari mesin yang dioperasikan secara elektrik,8474.90.10,12030,12029,2,True
12030,Of non-electrically operated machines,Dari mesin yang tidak dioperasikan secara elektrik,8474.90.20,12031,12029,2,True
12031,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass envelopes; machines for manufacturing or hot working glass or glassware","Mesin untuk merakit lampu listrik atau elektronik, tabung atau katup atau bola lampu kilat, dalam glass envelope; mesin untuk membuat atau mengerjakan kaca atau barang dari kaca secara panas",84.75,12032,0,0,False
12032,"Machines for assembling electric or electronic lamps, tubes or valves or flashbulbs, in glass envelopes","Mesin untuk merakit lampu listrik atau elektronik, tabung atau katup atau bola lampu kilat, dalam glass envelopes",8475.10,12033,12032,1,False
12033,Electrically operated,Dioperasikan secara elektrik,8475.10.10,12034,12033,2,True
12034,Not electrically operated,Tidak dioperasikan secara elektrik,8475.10.20,12035,12033,2,True
12035,Machines for manufacturing or hot working glass or glassware,Mesin untuk membuat atau mengerjakan kaca atau barang dari kaca secara panas,,12036,12032,1,False
12036,Machines for making optical fibres and preforms thereof,Mesin untuk membuat serat optik dan bentuk awalnya,8475.21.00,12037,12036,2,True
12037,Other,Lain-lain,8475.29.00,12038,12036,2,True
12038,Parts,Bagian,8475.90,12039,12032,1,False
12039,Of electrically operated machines,Dari mesin yang dioperasikan secara elektrik,8475.90.10,12040,12039,2,True
12040,Of non-electrically operated machines,Dari mesin yang tidak dioperasikan secara elektrik,8475.90.20,12041,12039,2,True
12041,"Automatic goods-vending machines (for example, postage stamp, cigarette, food or beverage machines), including money-changing machines","Mesin penjual barang otomatis (misalnya, mesin perangko, rokok, makanan atau minuman), termasuk mesin penukar uang",84.76,12042,0,0,False
12042,Automatic beverage-vending machines,Mesin penjual minuman otomatis,,12043,12042,1,False
12043,Incorporating heating or refrigerating devices,Dilengkapi peralatan pemanas atau pendingin,8476.21.00,12044,12043,2,True
12044,Other,Lain-lain,8476.29.00,12045,12043,2,True
12045,Other machines,Mesin lainnya,,12046,12042,1,False
12046,Incorporating heating or refrigerating devices,Dilengkapi peralatan pemanas atau pendingin,8476.81.00,12047,12046,2,True
12047,Other,Lain-lain,8476.89.00,12048,12046,2,True
12048,Parts,Bagian,8476.90.00,12049,12042,1,True
12049,"Machinery for working rubber or plastics or for the manufacture of products from these materials, not specified or included elsewhere in this Chapter","Mesin untuk mengerjakan karet atau plastik atau untuk pembuatan produk dari bahan tersebut, tidak dirinci atau termasuk dalam pos lainnya dalam Bab ini",84.77,12050,0,0,False
12050,Injection-moulding machines,Mesin cetak injeksi,8477.10,12051,12050,1,False
12051,For moulding rubber,Untuk mencetak karet,8477.10.10,12052,12051,2,True
12052,For moulding plastics,Untuk mencetak plastik,,12053,12051,2,False
12053,Poly (vinyl chloride) injection moulding machines,Mesin cetak injeksi untuk poly (vinyl chloride),8477.10.31,12054,12053,3,True
12054,Other,Lain-lain,8477.10.39,12055,12053,3,True
12055,Extruders,Pengekstrusi,8477.20,12056,12050,1,False
12056,For extruding rubber,Untuk mengekstrusi karet,8477.20.10,12057,12056,2,True
12057,For extruding plastics,Untuk mengekstrusi plastik,8477.20.20,12058,12056,2,True
12058,Blow moulding machines,Mesin cetak tiup,8477.30.00,12059,12050,1,True
12059,Vacuum moulding machines and other thermoforming machines,Mesin cetak hampa udara dan mesin thermoforming lainnya,8477.40,12060,12050,1,False
12060,For moulding or forming rubber,Untuk mencetak atau membentuk karet,8477.40.10,12061,12060,2,True
12061,For moulding or forming plastics,Untuk mencetak atau membentuk plastik,8477.40.20,12062,12060,2,True
12062,Other machinery for moulding or otherwise forming,Mesin lain untuk mencetak ataupun membentuk,,12063,12050,1,False
12063,For moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes,Untuk mencetak atau menelapaki ban pneumatik atau untuk mencetak atau membentuk ban dalam secara lain,8477.51.00,12064,12063,2,True
12064,Other,Lain-lain,8477.59,12065,12063,2,False
12065,For rubber,Untuk karet,8477.59.10,12066,12065,3,True
12066,For plastics,Untuk plastik,8477.59.20,12067,12065,3,True
12067,Other machinery,Mesin lainnya,8477.80,12068,12050,1,False
12068,"For working rubber or for the manufacture of products from rubber, electrically operated","Untuk mengerjakan karet atau untuk pembuatan produk dari karet, dioperasikan secara elektrik",8477.80.10,12069,12068,2,True
12069,"For working rubber or for the manufacture of products from rubber, not electrically operated","Untuk mengerjakan karet atau untuk pembuatan produk dari karet, tidak dioperasikan secara elektrik",8477.80.20,12070,12068,2,True
12070,"For working plastics or for the manufacture of products from plastics, electrically operated","Untuk mengerjakan plastik atau untuk pembuatan produk dari plastik, dioperasikan secara elektrik",,12071,12068,2,False
12071,Lamination presses for the manufacture of printed circuit boards or printed wiring boards,Pengepres laminasi untuk pembuatan printed circuit board atau printed wiring board,8477.80.31,12072,12071,3,True
12072,Other,Lain-lain,8477.80.39,12073,12071,3,True
12073,"For working plastics or for the manufacture of products from plastics, not electrically operated","Untuk mengerjakan plastik atau untuk pembuatan produk dari plastik, tidak dioperasikan secara elektrik",8477.80.40,12074,12068,2,True
12074,Parts,Bagian,8477.90,12075,12050,1,False
